sample_id,national_id,name,location_link,site,us_state,type,subtypes,area,rating,has_name,CH_name,source
2617,27716,Panda Restaurant,"https://www.google.com/maps/place/Panda+Restaurant/@41.626621,-81.434079,14z/data=!4m8!1m2!2m1!1sPanda+Restaurant!3m4!1s0x8831aa24234d5335:0x7058d02f306d6526!8m2!3d41.626621!4d-81.434079",https://pandachinese.dine.online/,Ohio,Chinese restaurant,Chinese restaurant,2,3.9,1,熊猫,"https://www.google.com/maps/place/Panda+Restaurant/@41.6265197,-81.4340412,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN3W76h29mrDf3PlmKwKxfNxNo_vZpRzDfWD-O3!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN3W76h29mrDf3PlmKwKxfNxNo_vZpRzDfWD-O3%3Dw203-h203-k-no!7i1000!8i1000!4m12!1m2!2m1!1sPanda+Restaurant!3m8!1s0x8831aa24234d5335:0x7058d02f306d6526!8m2!3d41.626621!4d-81.434079!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tgjlyjy?entry=ttu"
2619,16615,China Restaurant,"https://www.google.com/maps/place/China+Restaurant/@32.2684405,-107.7581579,14z/data=!4m8!1m2!2m1!1sChina+Restaurant!3m4!1s0x86dec3f6ae5b79a9:0x30214051d1a15a3e!8m2!3d32.2684405!4d-107.7581579",http://deming.chinesemenu.com/,New Mexico,Chinese restaurant,"Chinese restaurant, Restaurant",1,4.2,1,中,"https://www.google.com/maps/place/China+Restaurant/@32.2684405,-107.7581579,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMBANkcMVci5snhTrHg2zxq5zNwHfhFZb07Z3VX!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMBANkcMVci5snhTrHg2zxq5zNwHfhFZb07Z3VX%3Dw114-h86-k-no!7i4032!8i3024!4m10!1m2!2m1!1sChina+Restaurant!3m6!1s0x86dec3f6ae5b79a9:0x30214051d1a15a3e!8m2!3d32.2684405!4d-107.7581579!10e5!16s%2Fg%2F1vxzb1t3?entry=ttu"
2621,10872,Red Tiger Dumpling House,"https://www.google.com/maps/place/Red+Tiger+Dumpling+House/@40.8770628,-73.1187571,14z/data=!4m8!1m2!2m1!1sRed+Tiger+Dumpling+House!3m4!1s0x89e838ee672b3487:0x5bdb3fabf65ac5e4!8m2!3d40.8770628!4d-73.1187571",https://www.redtigerdumpling.com/,New York,Chinese restaurant,"Chinese restaurant, Dumpling restaurant, Restaurant",2,4.3,1,"红虎饺子坊
","https://www.google.com/maps/place/Red+Tiger+Dumpling+House/@40.8770628,-73.1187571,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOgfpOJz1rD3n-fy-AzwFYkIz8b2Vu-N4GctA34!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOgfpOJz1rD3n-fy-AzwFYkIz8b2Vu-N4GctA34%3Dw86-h114-k-no!7i2988!8i3984!4m15!1m7!3m6!1s0x89e838ee672b3487:0x5bdb3fabf65ac5e4!2sRed+Tiger+Dumpling+House!8m2!3d40.8770628!4d-73.1187571!16s%2Fg%2F1yfdr04mh!3m6!1s0x89e838ee672b3487:0x5bdb3fabf65ac5e4!8m2!3d40.8770628!4d-73.1187571!10e5!16s%2Fg%2F1yfdr04mh?entry=ttu"
2622,16291,Fong's Cafe,"https://www.google.com/maps/place/Fong%27s+Cafe/@43.9723397,-111.6804085,14z/data=!4m8!1m2!2m1!1sFong%27s+Cafe!3m4!1s0x5353fa65285fe993:0xf0baf1d5884d5972!8m2!3d43.9723397!4d-111.6804085",,Idaho,Chinese restaurant,Chinese restaurant,0,4.1,1,邝氏,"https://www.google.com/maps/place/Fong's+Cafe/@43.9717384,-111.6805022,60a,30.4y/data=!3m8!1e2!3m6!1sAF1QipPFrcG2UzshuDefwfsM0ZXoFca1NWfSdgnd11Mr!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPFrcG2UzshuDefwfsM0ZXoFca1NWfSdgnd11Mr%3Dw203-h360-k-no!7i2988!8i5312!4m15!1m7!3m6!1s0x5353fa65285fe993:0xf0baf1d5884d5972!2sFong's+Cafe!8m2!3d43.9723397!4d-111.6804085!16s%2Fg%2F1pv19zv3q!3m6!1s0x5353fa65285fe993:0xf0baf1d5884d5972!8m2!3d43.9723397!4d-111.6804085!10e5!16s%2Fg%2F1pv19zv3q?entry=ttu"
2624,23102,Wong's Garden,"https://www.google.com/maps/place/Wong%27s+Garden/@45.4440339,-122.62744819999999,14z/data=!4m8!1m2!2m1!1sWong%27s+Garden!3m4!1s0x549575245fb63155:0x93841b6691b1490b!8m2!3d45.4440339!4d-122.62744819999999",,Oregon,Chinese restaurant,"Chinese restaurant, Seafood restaurant",2,3.9,1,黄家园,"https://www.google.com/maps/place/Wong's+Garden/@45.4440325,-122.6277437,9a,53.7y/data=!3m8!1e2!3m6!1sAF1QipNBDciykyI8hsczNuLs8lnK5ICGWbcX8-f5iTqb!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNBDciykyI8hsczNuLs8lnK5ICGWbcX8-f5iTqb%3Dw112-h86-k-no!7i3885!8i2963!4m10!1m2!2m1!1sWong's+Garden!3m6!1s0x549575245fb63155:0x93841b6691b1490b!8m2!3d45.4440339!4d-122.6274482!10e5!16s%2Fg%2F1tdfyfjv?entry=ttu"
2626,25322,Fuji Huoshao & Dumpling,"https://www.google.com/maps/place/Fuji+Huoshao+%26+Dumpling/@37.3084941,-122.0136613,14z/data=!4m8!1m2!2m1!1sFuji+Huoshao+%26+Dumpling!3m4!1s0x808fb50c7491e131:0xa7909a536cee9680!8m2!3d37.3084941!4d-122.0136613",https://www.fujihuoshaoanddumpling.com/,California,Chinese restaurant,Chinese restaurant,2,4.3,1,福记火勺水饺,"https://www.google.com/maps/place/Fuji+Huoshao+%26+Dumpling/@37.3084864,-122.0140809,1a,40.6y/data=!3m8!1e2!3m6!1sAF1QipOuUy-TIag5zkAHRjnz9kZwIi7xF0sIstF_pmzu!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOuUy-TIag5zkAHRjnz9kZwIi7xF0sIstF_pmzu%3Dw203-h122-k-no!7i3744!8i2268!4m15!1m7!3m6!1s0x808fb50c7491e131:0xa7909a536cee9680!2sFuji+Huoshao+%26+Dumpling!8m2!3d37.3084941!4d-122.0136613!16s%2Fg%2F11kq39k151!3m6!1s0x808fb50c7491e131:0xa7909a536cee9680!8m2!3d37.3084941!4d-122.0136613!10e5!16s%2Fg%2F11kq39k151?entry=ttu"
2628,2174,Dragon Gate,"https://www.google.com/maps/place/Dragon+Gate/@26.0066667,-80.2969444,14z/data=!4m8!1m2!2m1!1sDragon+Gate!3m4!1s0x88d9a60d0511ec2b:0x55f01408438ead7!8m2!3d26.0066667!4d-80.2969444",http://www.dragongatefl.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,4.1,1,龙苑,"https://www.google.com/maps/place/Dragon+Gate/@26.0067303,-80.2971316,3a,33.4y,108.58h,103.62t/data=!3m7!1e1!3m5!1sbd_yEtwk1wcXbPm4PY_KLw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dbd_yEtwk1wcXbPm4PY_KLw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D133.53162%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x88d9a60d0511ec2b:0x55f01408438ead7!2sDragon+Gate!8m2!3d26.0066667!4d-80.2969444!16s%2Fg%2F1v27w8_b!3m6!1s0x88d9a60d0511ec2b:0x55f01408438ead7!8m2!3d26.0066667!4d-80.2969444!10e5!16s%2Fg%2F1v27w8_b?entry=ttu"
2629,15638,China Garden Restaurant,"https://www.google.com/maps/place/China+Garden+Restaurant/@47.0651054,-109.4267883,14z/data=!4m8!1m2!2m1!1sChina+Garden+Restaurant!3m4!1s0x5340d35f69fbe3b9:0x8446f1d9436ae4b6!8m2!3d47.0651054!4d-109.4267883",,Montana,Chinese restaurant,"Chinese restaurant, Restaurant",0,3.9,1,华苑,"https://www.google.com/maps/place/China+Garden+Restaurant/@47.0652245,-109.4268568,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPNU2nPiS-2oIBibIFV6ziBKTZXIeaMMuexP7ND!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPNU2nPiS-2oIBibIFV6ziBKTZXIeaMMuexP7ND%3Dw203-h270-k-no!7i3000!8i4000!4m10!1m2!2m1!1sChina+Garden+Restaurant!3m6!1s0x5340d35f69fbe3b9:0x8446f1d9436ae4b6!8m2!3d47.0651054!4d-109.4267883!10e5!16s%2Fg%2F1tc_qpbv?entry=ttu"
2630,15528,Sunflower Asian Cafe,"https://www.google.com/maps/place/Sunflower+Asian+Cafe/@39.574615099999995,-104.98910199999999,14z/data=!4m8!1m2!2m1!1sSunflower+Asian+Cafe!3m4!1s0x876c822bac4c787d:0xccb947710a52e042!8m2!3d39.574615099999995!4d-104.98910199999999",https://www.ordersunflowerasiancafe.com/,Colorado,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.3,1,扬州馆,"https://www.google.com/maps/place/Sunflower+Asian+Cafe/@39.574557,-104.9893043,3a,75y/data=!3m8!1e2!3m6!1sAF1QipPsLbHAr_YQM0m55GpAtbi6kPxRkPCjrouNxhTz!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPsLbHAr_YQM0m55GpAtbi6kPxRkPCjrouNxhTz%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x876c822bac4c787d:0xccb947710a52e042!2sSunflower+Asian+Cafe!8m2!3d39.5746151!4d-104.989102!16s%2Fg%2F1thnp829!3m6!1s0x876c822bac4c787d:0xccb947710a52e042!8m2!3d39.5746151!4d-104.989102!10e5!16s%2Fg%2F1thnp829?entry=ttu"
2632,26584,8 Immortals Restaurant,"https://www.google.com/maps/place/8+Immortals+Restaurant/@37.7426694,-122.4816602,14z/data=!4m8!1m2!2m1!1s8+Immortals+Restaurant!3m4!1s0x808f7d9aba4b6015:0x58e7a351048ac502!8m2!3d37.7426694!4d-122.4816602",https://www.eightimmortalsrestaurant.com/,California,Chinese restaurant,Chinese restaurant,2,4.0,1,"荔园海鲜馆
","https://www.google.com/maps/@37.7427518,-122.4817323,3a,20.9y,142.23h,101.15t/data=!3m6!1e1!3m4!1s0hbjuP3zfzJou09XbZLx_w!2e0!7i16384!8i8192?entry=ttu"
2633,29702,China Star,"https://www.google.com/maps/place/China+Star/@41.599869,-93.71585499999999,14z/data=!4m8!1m2!2m1!1sChina+Star!3m4!1s0x87ee9e42639c115b:0xb01f5f15ab3a3a71!8m2!3d41.599869!4d-93.71585499999999",http://www.chinastaria.com/?utm_source=gmb,Iowa,Chinese restaurant,Chinese restaurant,2,3.4,1,大吉大利,"https://www.google.com/maps/place/China+Star/@41.6001091,-93.7158511,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOpNL8ArNwqCobFfHAaB_gNjpmKsNTvDGn_Ysx0!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOpNL8ArNwqCobFfHAaB_gNjpmKsNTvDGn_Ysx0%3Dw203-h270-k-no!7i2448!8i3264!4m12!1m2!2m1!1sChina+Star!3m8!1s0x87ee9e42639c115b:0xb01f5f15ab3a3a71!8m2!3d41.599869!4d-93.715855!10e5!14m1!1BCgIgAQ!16s%2Fg%2F1td773sf?entry=ttu"
2635,12690,Top China,"https://www.google.com/maps/place/Top+China/@35.9026657,-75.67265189999999,14z/data=!4m8!1m2!2m1!1sTop+China!3m4!1s0x89a4fd2e67e90441:0x632279def1696789!8m2!3d35.9026657!4d-75.67265189999999",,North Carolina,Chinese restaurant,Chinese restaurant,0,3.7,1,第一,"https://www.google.com/maps/place/Top+China/@35.9026657,-75.6726519,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP0JLYjkY19QjE5OITJzSfjLgOqS0Rc4K0H-dhi!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP0JLYjkY19QjE5OITJzSfjLgOqS0Rc4K0H-dhi%3Dw203-h270-k-no!7i3000!8i4000!4m12!1m2!2m1!1sTop+China!3m8!1s0x89a4fd2e67e90441:0x632279def1696789!8m2!3d35.9026657!4d-75.6726519!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1ttdz9h8?entry=ttu"
2641,32501,Peking Chinese Restaurant,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@39.0618361,-94.5902886,14z/data=!4m8!1m2!2m1!1sPeking+Chinese+Restaurant!3m4!1s0x87c0efe32d01e9a3:0x193a31667fbe0514!8m2!3d39.0618361!4d-94.5902886",http://www.kcpeking.com/,Missouri,Chinese restaurant,Chinese restaurant,2,4.0,1,北京,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@39.0619217,-94.5904758,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN1Sc8hrxIMps-943CP2tdE9FxI4UfZx14rwQu9!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN1Sc8hrxIMps-943CP2tdE9FxI4UfZx14rwQu9%3Dw148-h86-k-no!7i2041!8i1184!4m10!1m2!2m1!1sPeking+Chinese+Restaurant!3m6!1s0x87c0efe32d01e9a3:0x193a31667fbe0514!8m2!3d39.0618361!4d-94.5902886!10e5!16s%2Fg%2F11rdgwtwmt?entry=ttu"
2643,17167,Asia Kitchen,"https://www.google.com/maps/place/Asia+Kitchen/@35.9226905,-84.0638148,14z/data=!4m8!1m2!2m1!1sAsia+Kitchen!3m4!1s0x885c2521e553deb1:0x1c126bffb8470093!8m2!3d35.9226905!4d-84.0638148",http://myasiakitchentn.com/,Tennessee,Chinese restaurant,Chinese restaurant,2,4.3,1,福临门,"https://www.google.com/maps/place/Asia+Kitchen/@35.9226905,-84.0638148,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPFvryWowh_3eELv-Khrca2jISXiDTTBrwOaCHj!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPFvryWowh_3eELv-Khrca2jISXiDTTBrwOaCHj%3Dw114-h86-k-no!7i4032!8i3024!4m15!1m7!3m6!1s0x885c2521e553deb1:0x1c126bffb8470093!2sAsia+Kitchen!8m2!3d35.9226905!4d-84.0638148!16s%2Fg%2F1vy7h91r!3m6!1s0x885c2521e553deb1:0x1c126bffb8470093!8m2!3d35.9226905!4d-84.0638148!10e5!16s%2Fg%2F1vy7h91r?entry=ttu"
2644,14821,Kim's Chinese Food,"https://www.google.com/maps/place/Kim%27s+Chinese+Food/@37.0188251,-76.3631412,14z/data=!4m8!1m2!2m1!1sKim%27s+Chinese+Food!3m4!1s0x89ba84aaa44054d5:0xc7ff4e5e79a7b661!8m2!3d37.0188251!4d-76.3631412",http://www.kimschineseva.com/,Virginia,Chinese restaurant,Chinese restaurant,2,4.1,1,珍宝,"https://www.google.com/maps/place/Kim's+Chinese+Food/@37.0188251,-76.3631412,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOcfsjOCWdbCxmejkWDwU7M7YbrduwhJ5bRNwY-!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOcfsjOCWdbCxmejkWDwU7M7YbrduwhJ5bRNwY-%3Dw203-h270-k-no!7i2448!8i3264!4m15!1m7!3m6!1s0x89ba84aaa44054d5:0xc7ff4e5e79a7b661!2sKim's+Chinese+Food!8m2!3d37.0188251!4d-76.3631412!16s%2Fg%2F1hc1rldg2!3m6!1s0x89ba84aaa44054d5:0xc7ff4e5e79a7b661!8m2!3d37.0188251!4d-76.3631412!10e5!16s%2Fg%2F1hc1rldg2?entry=ttu"
2645,16852,Red Pearl Restaurant,"https://www.google.com/maps/place/Red+Pearl+Restaurant/@33.4669123,-86.8339099,14z/data=!4m8!1m2!2m1!1sRed+Pearl+Restaurant!3m4!1s0x88891eb85b7c0391:0xf7ea80f0f81145b3!8m2!3d33.4669123!4d-86.8339099",http://superorientalmkt.com/restaurant.html,Alabama,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.4,1,超群,"https://www.google.com/maps/place/Red+Pearl+Restaurant/@33.4669123,-86.8335312,8a,53.7y/data=!3m8!1e2!3m6!1sAF1QipO4ixznynAaq7D4reZKk-Hu6rEGismA3LyDdmSh!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO4ixznynAaq7D4reZKk-Hu6rEGismA3LyDdmSh%3Dw114-h86-k-no!7i3984!8i2988!4m15!1m7!3m6!1s0x88891eb85b7c0391:0xf7ea80f0f81145b3!2sRed+Pearl+Restaurant!8m2!3d33.4669123!4d-86.8339099!16s%2Fg%2F113fsx0hj!3m6!1s0x88891eb85b7c0391:0xf7ea80f0f81145b3!8m2!3d33.4669123!4d-86.8339099!10e5!16s%2Fg%2F113fsx0hj?entry=ttu"
2649,25341,Happy Dragon,"https://www.google.com/maps/place/Happy+Dragon/@44.8018322,-122.79494969999999,14z/data=!4m8!1m2!2m1!1sHappy+Dragon!3m4!1s0x54bff43f148029d3:0x7c01c3ef52e9cbd8!8m2!3d44.8018322!4d-122.79494969999999",http://www.happydragonstayton.kwickmenu.com/,Oregon,Chinese restaurant,"Chinese restaurant, Lounge",1,3.9,1,兴隆,"https://www.google.com/maps/place/Happy+Dragon/@44.8018322,-122.7949497,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMm4KwFEhSOsoV53y3Zp1-AJjSMIgPSvtq0aVi4!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMm4KwFEhSOsoV53y3Zp1-AJjSMIgPSvtq0aVi4%3Dw203-h152-k-no!7i4032!8i3024!4m10!1m2!2m1!1sHappy+Dragon!3m6!1s0x54bff43f148029d3:0x7c01c3ef52e9cbd8!8m2!3d44.8018322!4d-122.7949497!10e5!16s%2Fg%2F1q6b2vchq?entry=ttu"
2650,11085,Wok King,"https://www.google.com/maps/place/Wok+King/@40.914957699999995,-73.78454169999999,14z/data=!4m8!1m2!2m1!1sWok+King!3m4!1s0x89c28d9ac1ff73f7:0x3ff4104d09b7b5da!8m2!3d40.914957699999995!4d-73.78454169999999",,New York,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,4.3,1,华兴,"https://www.google.com/maps/place/Wok+King/@40.9148688,-73.7847619,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMz2kNShUQoG9Ji1Oh9a1nWgZClf-CwGjxEAXuI!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMz2kNShUQoG9Ji1Oh9a1nWgZClf-CwGjxEAXuI%3Dw203-h270-k-no!7i3024!8i4032!4m10!1m2!2m1!1sWok+King!3m6!1s0x89c28d9ac1ff73f7:0x3ff4104d09b7b5da!8m2!3d40.9149577!4d-73.7845417!10e5!16s%2Fg%2F1tfl13w_?entry=ttu"
2652,25625,The Izakaya,"https://www.google.com/maps/place/The+Izakaya/@38.522607,-121.49742599999999,14z/data=!4m8!1m2!2m1!1sThe+Izakaya!3m4!1s0x809ad1c95118daa5:0xbb91cd17ee204f1!8m2!3d38.522607!4d-121.49742599999999",https://www.theizakayaca.com/,California,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Japanese restaurant, Izakaya restaurant, Restaurant",2,4.4,1,居酒屋,"https://www.google.com/maps/place/The+Izakaya/@38.5226033,-121.4974397,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNYc0XC_tsyZID2hlOQgR1jEnLm3Hfr5UrXMEY!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNYc0XC_tsyZID2hlOQgR1jEnLm3Hfr5UrXMEY%3Dw203-h152-k-no!7i1854!8i1390!4m15!1m7!3m6!1s0x809ad1c95118daa5:0xbb91cd17ee204f1!2sThe+Izakaya!8m2!3d38.522607!4d-121.497426!16s%2Fg%2F1yfjsfdg0!3m6!1s0x809ad1c95118daa5:0xbb91cd17ee204f1!8m2!3d38.522607!4d-121.497426!10e5!16s%2Fg%2F1yfjsfdg0?entry=ttu"
2653,6998,Hing Wong,"https://www.google.com/maps/place/Hing+Wong/@40.541285699999996,-79.78536919999999,14z/data=!4m8!1m2!2m1!1sHing+Wong!3m4!1s0x883494f17d60dd57:0x80ccc7df01b783a8!8m2!3d40.541285699999996!4d-79.78536919999999",https://m.facebook.com/hingwong5536/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.6,1,"
兴旺","https://www.google.com/maps/place/Hing+Wong/@40.5412857,-79.7859727,15a,53.6y/data=!3m8!1e2!3m6!1sAF1QipMNnMk9Q8BsKDPm5xWObXFnNPP9FEOQPHslQe-y!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMNnMk9Q8BsKDPm5xWObXFnNPP9FEOQPHslQe-y%3Dw145-h86-k-no!7i5328!8i3140!4m10!1m2!2m1!1sHing+Wong!3m6!1s0x883494f17d60dd57:0x80ccc7df01b783a8!8m2!3d40.5412857!4d-79.7853692!10e5!16s%2Fg%2F1tcvvhxx?entry=ttu"
2655,15108,China City Restaurant,"https://www.google.com/maps/place/China+City+Restaurant/@48.0905369,-105.6401819,14z/data=!4m8!1m2!2m1!1sChina+City+Restaurant!3m4!1s0x533ccc4d36748423:0x601409172aa93e5f!8m2!3d48.0905369!4d-105.6401819",,Montana,Chinese restaurant,Chinese restaurant,0,3.6,1,华记,"https://www.google.com/maps/place/China+City+Restaurant/@48.0903954,-105.6401265,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNkptC_uceiQtqXuvlyW-LHqEqPFJ-buEMizTB1!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNkptC_uceiQtqXuvlyW-LHqEqPFJ-buEMizTB1%3Dw203-h152-k-no!7i3264!8i2448!4m10!1m2!2m1!1sChina+City+Restaurant!3m6!1s0x533ccc4d36748423:0x601409172aa93e5f!8m2!3d48.0905369!4d-105.6401819!10e5!16s%2Fg%2F1vr1w952?entry=ttu"
2656,28706,Ho Ping House,"https://www.google.com/maps/place/Ho+Ping+House/@41.7126891,-86.2510954,14z/data=!4m8!1m2!2m1!1sHo+Ping+House!3m4!1s0x8816d2b15d7df8e3:0xd5b637f4cf0bf156!8m2!3d41.7126891!4d-86.2510954",https://hoping-house.com/?utm_source=google,Indiana,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.3,1,和平楼,"https://www.google.com/maps/place/Ho+Ping+House/@41.7126929,-86.2510792,23a,34.7y/data=!3m8!1e2!3m6!1sAF1QipMAtIikErpzCvlJNOmllbDWZ1qC57PrtHP4i0sl!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMAtIikErpzCvlJNOmllbDWZ1qC57PrtHP4i0sl%3Dw152-h86-k-no!7i4032!8i2268!4m15!1m7!3m6!1s0x8816d2b15d7df8e3:0xd5b637f4cf0bf156!2sHo+Ping+House!8m2!3d41.712698!4d-86.251098!16s%2Fg%2F1tj746bl!3m6!1s0x8816d2b15d7df8e3:0xd5b637f4cf0bf156!8m2!3d41.712698!4d-86.251098!10e5!16s%2Fg%2F1tj746bl?entry=ttu"
2657,15873,Hong Kong Restaurant,"https://www.google.com/maps/place/Hong+Kong+Restaurant/@43.4969833,-112.0622102,14z/data=!4m8!1m2!2m1!1sHong+Kong+Restaurant!3m4!1s0x535459604711207d:0xa72f02eb0625c191!8m2!3d43.4969833!4d-112.0622102",,Idaho,Chinese restaurant,"Chinese restaurant, American restaurant, Restaurant",2,4.2,1,香港楼,"https://www.google.com/maps/place/Hong+Kong+Restaurant/@43.4969833,-112.0622102,14z/data=!4m9!1m2!2m1!1sHong+Kong+Restaurant!3m5!1s0x535459604711207d:0xa72f02eb0625c191!8m2!3d43.4969833!4d-112.0622102!16s%2Fg%2F1thcr_wk?entry=ttu"
2660,23452,Tong Dumpling (San Jose),"https://www.google.com/maps/place/Tong+Dumpling+%28San+Jose%29/@37.2500214,-121.8328841,14z/data=!4m8!1m2!2m1!1sTong+Dumpling+%28San+Jose%29!3m4!1s0x808e310d45109b7f:0x5238705d338b29c7!8m2!3d37.2500214!4d-121.8328841",https://www.tongdumpling.com/,California,Chinese restaurant,Chinese restaurant,2,4.3,1,"
同同水饺","https://www.google.com/maps/place/Tong+Dumpling+(San+Jose)/@37.2500214,-121.8328841,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPt08cHT7ooSXBRVZC9r5d9VnCSnJQkWrohXJaN!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPt08cHT7ooSXBRVZC9r5d9VnCSnJQkWrohXJaN%3Dw203-h270-k-no!7i3024!8i4032!4m15!1m7!3m6!1s0x808e310d45109b7f:0x5238705d338b29c7!2sTong+Dumpling+(San+Jose)!8m2!3d37.2500214!4d-121.8328841!16s%2Fg%2F11q3y4tb9x!3m6!1s0x808e310d45109b7f:0x5238705d338b29c7!8m2!3d37.2500214!4d-121.8328841!10e5!16s%2Fg%2F11q3y4tb9x?entry=ttu"
2661,19533,China Lin,"https://www.google.com/maps/place/China+Lin/@32.4678554,-85.0262212,14z/data=!4m8!1m2!2m1!1sChina+Lin!3m4!1s0x888cce713fa0311f:0x845a2e7e6ee0698b!8m2!3d32.4678554!4d-85.0262212",https://www.chinalinphenixcity.com/,Alabama,Chinese restaurant,Chinese restaurant,2,3.7,1,林园,"https://www.google.com/maps/place/China+Lin/@32.4678554,-85.0262212,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN0gZ33kwRhcTDltyurt6YZOUHlxqPe-jh7qtYn!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN0gZ33kwRhcTDltyurt6YZOUHlxqPe-jh7qtYn%3Dw203-h270-k-no!7i3024!8i4032!4m12!1m2!2m1!1sChina+Lin!3m8!1s0x888cce713fa0311f:0x845a2e7e6ee0698b!8m2!3d32.4678554!4d-85.0262212!10e5!14m1!1BCgIYIQ!16s%2Fg%2F1tdfzhl9?entry=ttu"
2664,3172,Peking Chinese Restaurant,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@31.3771578,-84.9347911,14z/data=!4m8!1m2!2m1!1sPeking+Chinese+Restaurant!3m4!1s0x8892ad2df9124635:0xa5ff2c4fdfa19c53!8m2!3d31.3771578!4d-84.9347911",http://peking-chinese-blakely.poi.place/,Georgia,Chinese restaurant,Chinese restaurant,0,4.1,1,北京,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@31.3771672,-84.9347332,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPtYVaLugMzTKY00b87yRucfek8wBxqmq6GNQzH!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPtYVaLugMzTKY00b87yRucfek8wBxqmq6GNQzH%3Dw86-h114-k-no!7i3024!8i4032!4m10!1m2!2m1!1sPeking+Chinese+Restaurant!3m6!1s0x8892ad2df9124635:0xa5ff2c4fdfa19c53!8m2!3d31.3771578!4d-84.9347911!10e5!16s%2Fg%2F1262gn9z_?entry=ttu"
